id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
71,2021-01-03 00:00:00,1,Москва,4,Мария,Иванова,19,Свекла Красная Зоря,3,72.00
320,2021-01-11 00:00:00,1,Москва,4,Мария,Иванова,19,Свекла Красная Зоря,3,72.00
415,2021-01-13 00:00:00,1,Москва,4,Мария,Иванова,19,Свекла Красная Зоря,3,72.00
465,2021-01-14 00:00:00,1,Москва,4,Мария,Иванова,19,Свекла Красная Зоря,3,72.00
512,2021-01-15 00:00:00,1,Москва,4,Мария,Иванова,19,Свекла Красная Зоря,3,72.00
524,2021-01-16 00:00:00,1,Москва,4,Мария,Иванова,19,Свекла Красная Зоря,3,72.00
796,2021-01-23 00:00:00,1,Москва,5,Женя,Иванова,39,Батон нарезной пшеничный,8,360.00
909,2021-01-26 00:00:00,1,Москва,5,Женя,Иванова,39,Батон нарезной пшеничный,8,360.00
1132,2021-01-30 00:00:00,1,Москва,5,Женя,Иванова,39,Батон нарезной пшеничный,8,360.00
1213,2021-01-31 00:00:00,1,Москва,5,Женя,Иванова,39,Батон нарезной пшеничный,4,180.00
389,2021-01-12 00:00:00,1,Москва,6,Женя,Петрова,2,Молоко 1%,3,75.00
648,2021-01-19 00:00:00,1,Москва,6,Женя,Петрова,16,Томаты Мечта,10,300.00
409,2021-01-13 00:00:00,1,Москва,1,Иван,Иванов,1,"Молоко 3,2%",5,250.00
658,2021-01-20 00:00:00,1,Москва,1,Иван,Иванов,24,Ручка шариковая,10,200.00
413,2021-01-13 00:00:00,1,Москва,3,Мария,Петров,1,"Молоко 3,2%",5,250.00
407,2021-01-13 00:00:00,1,Москва,3,Мария,Петров,1,"Молоко 3,2%",5,250.00
611,2021-01-18 00:00:00,1,Москва,6,Женя,Петрова,34,Лампочка LED 5 w,5,125.00
553,2021-01-17 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,10,800.00
193,2021-01-07 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",3,150.00
325,2021-01-11 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",5,250.00
555,2021-01-17 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",10,500.00
613,2021-01-18 00:00:00,1,Москва,7,Петр,Иванов,2,Молоко 1%,5,125.00
102,2021-01-04 00:00:00,1,Москва,7,Петр,Иванов,16,Томаты Мечта,4,100.00
103,2021-01-04 00:00:00,1,Москва,7,Петр,Иванов,17,Капуста цветная Радуга,3,75.00
612,2021-01-18 00:00:00,1,Москва,7,Петр,Иванов,22,Сахар песок,3,300.00
741,2021-01-22 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,10,200.00
799,2021-01-23 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,10,200.00
804,2021-01-24 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,10,200.00
610,2021-01-18 00:00:00,1,Москва,5,Женя,Иванова,10,Апельсин,3,84.00
420,2021-01-13 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",5,250.00
912,2021-01-26 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,5,100.00
917,2021-01-26 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,5,100.00
1135,2021-01-30 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,2,40.00
1221,2021-01-31 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,2,40.00
1216,2021-01-31 00:00:00,1,Москва,7,Петр,Иванов,24,Ручка шариковая,2,40.00
742,2021-01-22 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,10,400.00
800,2021-01-23 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,10,400.00
805,2021-01-24 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,10,400.00
463,2021-01-14 00:00:00,1,Москва,1,Иван,Иванов,1,"Молоко 3,2%",3,150.00
510,2021-01-15 00:00:00,1,Москва,1,Иван,Иванов,1,"Молоко 3,2%",3,150.00
470,2021-01-14 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",10,500.00
913,2021-01-26 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,10,400.00
918,2021-01-26 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,10,400.00
1136,2021-01-30 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,2,80.00
1217,2021-01-31 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,2,80.00
1222,2021-01-31 00:00:00,1,Москва,7,Петр,Иванов,25,Шампунь Сила Сибири,2,80.00
650,2021-01-19 00:00:00,1,Москва,7,Петр,Иванов,34,Лампочка LED 5 w,10,280.00
11,2021-01-01 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,2,160.00
75,2021-01-03 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,2,160.00
192,2021-01-07 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,2,160.00
324,2021-01-11 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,5,400.00
419,2021-01-13 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,6,480.00
522,2021-01-16 00:00:00,1,Москва,1,Иван,Иванов,1,"Молоко 3,2%",3,150.00
632,2021-01-19 00:00:00,1,Москва,1,Иван,Иванов,38,Сменные кассеты с табаком,3,267.00
760,2021-01-22 00:00:00,1,Москва,1,Иван,Иванов,38,Сменные кассеты с табаком,8,712.00
823,2021-01-24 00:00:00,1,Москва,1,Иван,Иванов,38,Сменные кассеты с табаком,8,712.00
737,2021-01-22 00:00:00,1,Москва,4,Мария,Иванова,38,Сменные кассеты с табаком,8,712.00
795,2021-01-23 00:00:00,1,Москва,4,Мария,Иванова,38,Сменные кассеты с табаком,8,712.00
529,2021-01-16 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",10,500.00
667,2021-01-20 00:00:00,1,Москва,7,Петр,Иванов,38,Сменные кассеты с табаком,3,267.00
469,2021-01-14 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,10,800.00
528,2021-01-16 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,10,800.00
554,2021-01-17 00:00:00,1,Москва,7,Петр,Иванов,40,Хлеб ржаной,10,800.00
711,2021-01-21 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
769,2021-01-23 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
657,2021-01-20 00:00:00,1,Москва,1,Иван,Иванов,23,Соль Морская,10,250.00
908,2021-01-26 00:00:00,1,Москва,4,Мария,Иванова,38,Сменные кассеты с табаком,8,712.00
1131,2021-01-30 00:00:00,1,Москва,4,Мария,Иванова,38,Сменные кассеты с табаком,2,178.00
1212,2021-01-31 00:00:00,1,Москва,4,Мария,Иванова,38,Сменные кассеты с табаком,4,356.00
740,2021-01-22 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,10,250.00
798,2021-01-23 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,10,250.00
803,2021-01-24 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,10,250.00
832,2021-01-24 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
880,2021-01-25 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
931,2021-01-27 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
647,2021-01-19 00:00:00,1,Москва,5,Женя,Иванова,15,Огурец Молодец,10,300.00
911,2021-01-26 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,10,250.00
916,2021-01-26 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,10,250.00
1134,2021-01-30 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,2,50.00
1215,2021-01-31 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,2,50.00
1220,2021-01-31 00:00:00,1,Москва,6,Женя,Петрова,23,Соль Морская,2,50.00
982,2021-01-28 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
1066,2021-01-29 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
1118,2021-01-30 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
1235,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
1184,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,2,Молоко 1%,4,100.00
443,2021-01-14 00:00:00,1,Москва,8,Олег,Иванов,11,Вода питьевая Слеза Ярославны,7,532.00
490,2021-01-15 00:00:00,1,Москва,8,Олег,Иванов,11,Вода питьевая Слеза Ярославны,7,532.00
634,2021-01-19 00:00:00,1,Москва,5,Женя,Иванова,40,Хлеб ржаной,10,890.00
101,2021-01-04 00:00:00,1,Москва,6,Женя,Петрова,15,Огурец Молодец,5,125.00
10,2021-01-01 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,1,80.00
74,2021-01-03 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,1,80.00
191,2021-01-07 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,1,80.00
323,2021-01-11 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,5,400.00
418,2021-01-13 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,6,480.00
468,2021-01-14 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,10,800.00
527,2021-01-16 00:00:00,1,Москва,6,Женя,Петрова,40,Хлеб ржаной,10,800.00
65,2021-01-03 00:00:00,1,Москва,1,Иван,Иванов,1,"Молоко 3,2%",1,50.00
184,2021-01-07 00:00:00,1,Москва,1,Иван,Иванов,3,Сметана 20%,3,150.00
310,2021-01-10 00:00:00,1,Москва,1,Иван,Иванов,3,Сметана 20%,3,150.00
69,2021-01-03 00:00:00,1,Москва,3,Мария,Петров,1,"Молоко 3,2%",5,250.00
76,2021-01-03 00:00:00,1,Москва,7,Петр,Иванов,1,"Молоко 3,2%",3,150.00
549,2021-01-16 00:00:00,1,Москва,8,Олег,Иванов,11,Вода питьевая Слеза Ярославны,7,532.00
575,2021-01-17 00:00:00,1,Москва,8,Олег,Иванов,11,Вода питьевая Слеза Ярославны,7,532.00
618,2021-01-18 00:00:00,1,Москва,8,Олег,Иванов,11,Вода питьевая Слеза Ярославны,7,532.00
33,2021-01-02 00:00:00,1,Москва,8,Олег,Иванов,15,Огурец Молодец,1,25.00
104,2021-01-04 00:00:00,1,Москва,8,Олег,Иванов,18,Картофель отборный,2,40.00
214,2021-01-08 00:00:00,1,Москва,8,Олег,Иванов,19,Свекла Красная Зоря,1,24.00
259,2021-01-09 00:00:00,1,Москва,8,Олег,Иванов,19,Свекла Красная Зоря,5,120.00
291,2021-01-10 00:00:00,1,Москва,8,Олег,Иванов,19,Свекла Красная Зоря,5,120.00
346,2021-01-11 00:00:00,1,Москва,8,Олег,Иванов,19,Свекла Красная Зоря,5,120.00
376,2021-01-12 00:00:00,1,Москва,8,Олег,Иванов,19,Свекла Красная Зоря,5,120.00
398,2021-01-13 00:00:00,1,Москва,8,Олег,Иванов,19,Свекла Красная Зоря,1,24.00
586,2021-01-18 00:00:00,1,Москва,8,Олег,Иванов,22,Сахар песок,8,800.00
693,2021-01-21 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,10,200.00
862,2021-01-25 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,10,200.00
961,2021-01-27 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,6,120.00
1012,2021-01-28 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,6,120.00
1048,2021-01-29 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,4,80.00
1097,2021-01-30 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,6,120.00
1166,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,24,Ручка шариковая,2,40.00
801,2021-01-23 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,10,690.00
806,2021-01-24 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,10,690.00
643,2021-01-19 00:00:00,1,Москва,1,Иван,Иванов,11,Вода питьевая Слеза Ярославны,8,608.00
185,2021-01-07 00:00:00,1,Москва,2,Иван,Петров,11,Вода питьевая Слеза Ярославны,4,304.00
311,2021-01-10 00:00:00,1,Москва,2,Иван,Петров,11,Вода питьевая Слеза Ярославны,4,304.00
317,2021-01-11 00:00:00,1,Москва,2,Иван,Петров,11,Вода питьевая Слеза Ярославны,3,228.00
406,2021-01-13 00:00:00,1,Москва,2,Иван,Петров,11,Вода питьевая Слеза Ярославны,3,228.00
67,2021-01-03 00:00:00,1,Москва,1,Иван,Иванов,3,Сметана 20%,3,150.00
411,2021-01-13 00:00:00,1,Москва,1,Иван,Иванов,3,Сметана 20%,3,150.00
146,2021-01-05 00:00:00,1,Москва,2,Иван,Петров,4,Веселый курильщик,4,400.00
176,2021-01-06 00:00:00,1,Москва,2,Иван,Петров,4,Веселый курильщик,4,400.00
614,2021-01-18 00:00:00,1,Москва,8,Олег,Иванов,3,Сметана 20%,4,200.00
914,2021-01-26 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,5,345.00
919,2021-01-26 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,5,345.00
1137,2021-01-30 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,2,138.00
1223,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,2,138.00
1218,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,26,Мыло мой до дыр,2,138.00
13,2021-01-01 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,100.00
77,2021-01-03 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,100.00
194,2021-01-07 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,100.00
326,2021-01-11 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,100.00
436,2021-01-13 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,100.00
421,2021-01-13 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,100.00
471,2021-01-14 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,10,250.00
483,2021-01-15 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,4,112.00
542,2021-01-16 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,10,250.00
530,2021-01-16 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,10,250.00
568,2021-01-17 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,10,250.00
556,2021-01-17 00:00:00,1,Москва,8,Олег,Иванов,34,Лампочка LED 5 w,10,250.00
688,2021-01-20 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,8,448.00
857,2021-01-25 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,8,448.00
929,2021-01-26 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,8,448.00
956,2021-01-27 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,8,448.00
980,2021-01-28 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,8,448.00
1007,2021-01-28 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,8,448.00
1043,2021-01-29 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,4,224.00
1092,2021-01-30 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,5,280.00
1116,2021-01-30 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,5,280.00
1161,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,4,224.00
1233,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,37,Устройство для нагревания табака Трубка Мира,4,224.00
579,2021-01-18 00:00:00,1,Москва,8,Олег,Иванов,38,Сменные кассеты с табаком,7,560.00
668,2021-01-20 00:00:00,1,Москва,8,Олег,Иванов,39,Батон нарезной пшеничный,3,135.00
968,2021-01-27 00:00:00,1,Москва,8,Олег,Иванов,39,Батон нарезной пшеничный,5,225.00
1019,2021-01-28 00:00:00,1,Москва,8,Олег,Иванов,39,Батон нарезной пшеничный,5,225.00
1104,2021-01-30 00:00:00,1,Москва,8,Олег,Иванов,39,Батон нарезной пшеничный,5,225.00
704,2021-01-21 00:00:00,1,Москва,8,Олег,Иванов,40,Хлеб ржаной,10,890.00
762,2021-01-23 00:00:00,1,Москва,8,Олег,Иванов,40,Хлеб ржаной,5,445.00
825,2021-01-24 00:00:00,1,Москва,8,Олег,Иванов,40,Хлеб ржаной,5,445.00
1059,2021-01-29 00:00:00,1,Москва,8,Олег,Иванов,40,Хлеб ржаной,10,890.00
1177,2021-01-31 00:00:00,1,Москва,8,Олег,Иванов,40,Хлеб ржаной,5,445.00
590,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
672,2021-01-20 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
707,2021-01-21 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
765,2021-01-23 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
828,2021-01-24 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
876,2021-01-25 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
972,2021-01-27 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
1023,2021-01-28 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
1062,2021-01-29 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
1108,2021-01-30 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
1180,2021-01-31 00:00:00,1,Москва,9,Властелин,Темный,1,"Молоко 3,2%",5,250.00
15,2021-01-01 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
328,2021-01-11 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
438,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
423,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
485,2021-01-15 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
544,2021-01-16 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
570,2021-01-17 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
587,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
581,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,5,125.00
708,2021-01-21 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,4,100.00
766,2021-01-23 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,4,100.00
829,2021-01-24 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,4,100.00
877,2021-01-25 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,4,100.00
1063,2021-01-29 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,4,100.00
1181,2021-01-31 00:00:00,1,Москва,9,Властелин,Темный,2,Молоко 1%,4,100.00
197,2021-01-07 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
329,2021-01-11 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
439,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
424,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
486,2021-01-15 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
545,2021-01-16 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
571,2021-01-17 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
588,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,3,Сметана 20%,4,200.00
17,2021-01-01 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
198,2021-01-07 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
330,2021-01-11 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,5,500.00
425,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
440,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
444,2021-01-14 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,10,1000.00
491,2021-01-15 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
487,2021-01-15 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
550,2021-01-16 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,10,1000.00
546,2021-01-16 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,10,1000.00
572,2021-01-17 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
576,2021-01-17 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,3,300.00
619,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,5,500.00
589,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,5,500.00
615,2021-01-18 00:00:00,1,Москва,9,Властелин,Темный,4,Веселый курильщик,5,500.00
445,2021-01-14 00:00:00,1,Москва,9,Властелин,Темный,7,Яблоко молодильное,3,75.00
492,2021-01-15 00:00:00,1,Москва,9,Властелин,Темный,7,Яблоко молодильное,3,75.00
125,2021-01-04 00:00:00,1,Москва,9,Властелин,Темный,8,Яблоко молодильное ВИП,4,100.00
391,2021-01-12 00:00:00,1,Москва,9,Властелин,Темный,9,Груша,10,250.00
434,2021-01-13 00:00:00,1,Москва,9,Властелин,Темный,9,Груша,10,250.00
481,2021-01-15 00:00:00,1,Москва,9,Властелин,Темный,9,Груша,10,250.00
